customer_id,join_date,plan,country,industry,monthly_revenue,monthly_logins,features_used,data_usage_gb,support_tickets,avg_response_time_hours,satisfaction_score,payment_method,late_payments,churned,churn_date,churn_score
CUST_003022,2023-11-05 00:47:41.228357,Premium,US,Finance,60.66,16,9,36.32,3,4.6,6.5,PayPal,1,0,,-1.1
CUST_003023,2023-10-20 00:47:41.228357,Starter,Australia,Finance,12.5,11,12,12.06,3,14.0,6.7,PayPal,1,0,,-2.59
CUST_003024,2023-12-21 00:47:41.228357,Basic,Australia,Healthcare,18.47,20,4,39.22,2,5.6,7.8,Credit Card,0,0,,0.51
CUST_003025,2022-10-15 00:47:41.229812,Premium,Australia,Technology,72.85,10,10,57.64,1,31.5,7.2,Credit Card,0,0,,-2.16
CUST_003026,2024-12-28 00:47:41.230217,Premium,US,Healthcare,105.4,13,10,0.82,2,42.9,6.9,Credit Card,0,1,2025-05-23 00:47:41.230217,2.32
CUST_003027,2024-10-15 00:47:41.230217,Premium,US,Education,66.43,23,7,15.68,1,91.9,8.9,Credit Card,0,0,,-2.81
CUST_003028,2023-11-10 00:47:41.230217,Starter,US,Finance,7.75,12,3,2.32,1,36.6,7.3,Bank Transfer,1,0,,1.97
CUST_003029,2023-01-22 00:47:41.230217,Basic,US,Finance,38.17,14,13,55.71,4,88.7,8.9,Credit Card,0,0,,-2.57
CUST_003030,2023-09-29 00:47:41.230217,Basic,US,Education,32.61,13,10,3.86,1,1.6,7.2,Credit Card,0,0,,0.02
CUST_003031,2024-01-13 00:47:41.230217,Premium,Australia,Technology,102.73,14,12,50.37,1,13.4,6.2,Credit Card,0,0,,-1.48
CUST_003032,2023-03-17 00:47:41.230217,Enterprise,US,Healthcare,165.99,9,7,64.6,2,26.0,7.4,Credit Card,0,0,,-1.08
CUST_003033,2025-01-16 00:47:41.230217,Basic,Australia,Technology,36.32,4,5,13.35,1,15.8,6.7,PayPal,1,1,2025-05-22 00:47:41.230217,3.42
CUST_003034,2023-01-25 00:47:41.230217,Premium,US,Technology,90.79,20,10,79.8,2,80.3,9.6,Credit Card,0,0,,-3.2
CUST_003035,2024-05-11 00:47:41.230217,Basic,Canada,Education,31.37,21,8,18.87,4,16.3,10.0,Credit Card,1,0,,-1.38
CUST_003036,2023-04-06 00:47:41.230217,Basic,US,Finance,29.17,16,10,46.73,2,10.0,8.4,Credit Card,0,0,,-1.5
CUST_003037,2022-10-29 00:47:41.230217,Starter,Australia,Retail,8.3,0,11,293.64,3,3.8,8.2,Credit Card,0,0,,-0.32
CUST_003038,2022-08-25 00:47:41.230217,Enterprise,US,Technology,254.83,13,3,16.06,4,30.7,6.6,PayPal,1,0,,-1.98
CUST_003039,2023-06-13 00:47:41.230217,Premium,US,Finance,80.39,17,3,57.56,5,17.0,8.8,Credit Card,1,0,,-1.98
CUST_003040,2025-03-24 00:47:41.230217,Basic,Japan,Technology,24.84,27,8,17.87,2,35.6,5.2,Credit Card,0,0,,-0.0
CUST_003041,2022-08-27 00:47:41.230217,Premium,US,Healthcare,85.4,16,3,130.73,1,37.7,6.9,Credit Card,1,0,,-1.48
CUST_003042,2024-08-26 00:47:41.230217,Basic,Germany,Retail,41.12,19,6,21.31,1,12.9,5.3,Credit Card,0,0,,1.2
CUST_003043,2025-03-05 00:47:41.230217,Basic,US,Healthcare,22.23,20,5,134.72,2,1.2,8.4,Credit Card,1,0,,-2.81
CUST_003044,2023-10-19 00:47:41.230217,Enterprise,US,Finance,248.23,16,8,25.48,1,1.4,5.9,Credit Card,0,0,,-0.59
CUST_003045,2022-09-14 00:47:41.230217,Starter,Germany,Manufacturing,8.93,0,7,14.49,1,13.8,3.2,Credit Card,0,1,2023-05-08 00:47:41.230217,6.53
CUST_003046,2024-10-13 00:47:41.230217,Enterprise,UK,Finance,105.22,3,5,30.47,3,10.8,7.7,Bank Transfer,0,1,2025-08-07 00:47:41.230217,3.27
CUST_003047,2025-05-19 00:47:41.234884,Starter,Canada,Technology,8.1,20,12,139.31,5,39.8,8.5,Bank Transfer,1,0,,-3.01
CUST_003048,2024-07-27 00:47:41.234884,Basic,Canada,Healthcare,29.68,18,8,14.25,3,20.2,9.3,Credit Card,1,0,,-1.79
CUST_003049,2024-06-18 00:47:41.234884,Premium,Japan,Technology,90.99,17,5,41.22,1,44.5,8.9,Credit Card,1,0,,-0.76
CUST_003050,2024-06-01 00:47:41.234884,Enterprise,US,Healthcare,272.96,10,11,50.82,2,11.0,6.3,Credit Card,0,0,,-1.85
CUST_003051,2025-03-21 00:47:41.234884,Basic,Japan,Finance,23.82,12,4,46.13,2,8.9,9.1,Credit Card,0,0,,-0.74
CUST_003052,2024-02-23 00:47:41.234884,Premium,US,Manufacturing,104.07,18,14,23.01,1,47.4,10.0,Credit Card,1,0,,-1.9
CUST_003053,2025-05-11 00:47:41.234884,Basic,US,Technology,28.22,0,5,24.16,5,7.0,7.2,PayPal,0,1,2026-01-29 00:47:41.234884,2.83
CUST_003054,2025-04-05 00:47:41.234884,Basic,US,Technology,32.09,15,7,24.37,1,0.1,8.3,Credit Card,0,0,,-3.2
CUST_003055,2023-07-10 00:47:41.234884,Basic,US,Manufacturing,27.93,11,3,7.38,0,2.3,5.2,Bank Transfer,0,0,,-0.07
CUST_003056,2024-06-05 00:47:41.234884,Premium,Japan,Finance,72.61,12,14,16.99,1,9.2,8.5,Credit Card,1,0,,-2.47
CUST_003057,2024-01-03 00:47:41.234884,Premium,US,Technology,85.15,15,4,42.42,3,30.6,10.0,Credit Card,1,0,,-1.48
CUST_003058,2023-06-24 00:47:41.234884,Premium,Australia,Healthcare,79.54,6,8,44.65,2,19.4,7.4,Credit Card,1,0,,-1.41
CUST_003059,2022-12-10 00:47:41.234884,Basic,US,Technology,22.72,19,8,10.16,3,3.7,9.3,Credit Card,0,0,,-1.66
CUST_003060,2022-09-17 00:47:41.234884,Premium,US,Retail,81.7,23,6,11.42,8,22.5,8.9,PayPal,0,0,,1.09
CUST_003061,2023-04-27 00:47:41.234884,Basic,US,Education,25.17,7,5,25.63,2,0.3,9.2,Credit Card,1,0,,-1.82
CUST_003062,2024-11-06 00:47:41.234884,Premium,US,Manufacturing,73.52,22,12,82.35,4,13.3,7.8,Credit Card,0,0,,-1.24
CUST_003063,2025-05-16 00:47:41.234884,Premium,US,Retail,68.36,9,14,1.09,2,34.9,8.6,Credit Card,0,0,,-1.07
CUST_003064,2024-03-09 00:47:41.234884,Enterprise,Canada,Finance,170.75,4,12,222.26,1,4.0,5.3,Credit Card,0,0,,1.08
CUST_003065,2023-06-16 00:47:41.234884,Basic,US,Technology,32.25,21,11,43.22,2,110.7,7.5,Credit Card,1,0,,-1.02
CUST_003066,2022-10-20 00:47:41.234884,Enterprise,US,Education,190.07,3,10,66.45,1,15.9,8.0,PayPal,0,0,,0.01
CUST_003067,2023-01-16 00:47:41.234884,Basic,Japan,Technology,33.5,22,5,22.35,2,50.2,7.9,Bank Transfer,0,0,,-1.11
CUST_003068,2024-07-19 00:47:41.234884,Premium,US,Technology,67.88,3,4,92.88,5,12.3,7.3,Credit Card,1,1,2025-04-17 00:47:41.234884,2.2
CUST_003069,2023-08-01 00:47:41.234884,Starter,US,Technology,8.61,17,4,37.98,1,20.8,4.8,Credit Card,1,1,2024-02-23 00:47:41.234884,3.01
CUST_003070,2024-08-17 00:47:41.234884,Starter,UK,Manufacturing,12.6,0,8,25.17,3,4.1,5.8,PayPal,0,1,2025-01-26 00:47:41.234884,2.71
CUST_003071,2025-01-13 00:47:41.234884,Premium,US,Education,85.36,6,10,2.12,1,24.5,5.4,Credit Card,0,0,,1.6
CUST_003072,2023-12-12 00:47:41.234884,Basic,Japan,Manufacturing,30.98,8,4,27.78,2,4.7,10.0,Credit Card,0,0,,-1.77
CUST_003073,2025-05-22 00:47:41.234884,Basic,Australia,Healthcare,26.96,24,9,53.1,2,3.4,8.0,Credit Card,2,0,,-1.37
CUST_003074,2023-05-18 00:47:41.234884,Enterprise,US,Finance,208.88,15,5,4.97,1,13.3,6.9,Credit Card,0,0,,1.59
CUST_003075,2025-04-07 00:47:41.234884,Premium,US,Retail,91.39,14,13,1.52,2,4.0,8.4,Credit Card,0,0,,-2.95
CUST_003076,2024-08-18 00:47:41.234884,Basic,US,Finance,29.15,7,10,3.98,3,18.2,10.0,PayPal,2,0,,-0.31
CUST_003077,2024-05-05 00:47:41.234884,Basic,UK,Finance,34.88,8,5,28.65,3,13.5,6.9,Credit Card,0,0,,0.34
CUST_003078,2024-04-20 00:47:41.234884,Enterprise,US,Retail,204.13,12,11,44.73,1,6.4,9.0,Bank Transfer,1,0,,-2.82
CUST_003079,2024-04-12 00:47:41.234884,Premium,US,Finance,40.83,11,13,17.18,1,10.4,6.7,Credit Card,0,0,,-0.87
CUST_003080,2024-05-20 00:47:41.234884,Enterprise,US,Healthcare,219.17,8,6,26.68,3,22.7,4.4,Credit Card,1,1,2024-11-03 00:47:41.234884,4.14
CUST_003081,2023-04-01 00:47:41.234884,Premium,US,Technology,77.32,16,4,31.24,0,4.8,7.4,Credit Card,2,0,,-1.28
CUST_003082,2022-08-31 00:47:41.234884,Basic,France,Technology,38.94,9,9,32.2,2,12.8,6.7,Credit Card,1,0,,0.39
CUST_003083,2025-06-06 00:47:41.234884,Basic,UK,Technology,30.52,16,10,5.88,2,51.4,8.5,PayPal,2,0,,-1.2
CUST_003084,2025-06-29 00:47:41.234884,Basic,US,Healthcare,35.3,15,4,51.93,0,23.0,6.0,Credit Card,0,0,,-0.23
CUST_003085,2022-11-20 00:47:41.234884,Enterprise,US,Retail,251.38,6,11,51.58,4,2.5,8.9,Bank Transfer,0,0,,-2.39
CUST_003086,2024-10-20 00:47:41.234884,Enterprise,US,Technology,181.67,8,13,5.76,4,10.5,9.7,Credit Card,1,0,,-2.12
CUST_003087,2024-07-28 00:47:41.234884,Enterprise,Australia,Retail,177.98,26,5,112.22,3,16.4,5.9,Credit Card,0,0,,-1.61
CUST_003088,2025-06-30 00:47:41.234884,Premium,US,Education,81.5,1,11,44.33,4,14.0,7.3,Bank Transfer,3,1,2025-11-21 00:47:41.234884,3.2
CUST_003089,2024-02-17 00:47:41.234884,Basic,US,Finance,21.41,2,9,77.55,1,10.6,6.2,Bank Transfer,1,1,2025-01-23 00:47:41.234884,4.23
CUST_003090,2023-10-31 00:47:41.234884,Starter,Germany,Retail,7.92,12,6,30.61,4,81.9,5.7,Credit Card,0,0,,0.32
CUST_003091,2024-01-01 00:47:41.234884,Basic,UK,Healthcare,35.72,13,13,0.08,3,3.1,4.2,Bank Transfer,0,0,,1.96
CUST_003092,2023-03-03 00:47:41.234884,Starter,UK,Finance,8.77,14,14,126.49,1,4.7,8.2,Bank Transfer,1,0,,-3.67
CUST_003093,2023-06-07 00:47:41.234884,Basic,US,Finance,27.93,16,9,6.1,2,45.6,6.3,Credit Card,0,1,2024-01-01 00:47:41.234884,2.26
CUST_003094,2022-12-20 00:47:41.234884,Starter,Australia,Retail,9.3,18,13,94.51,4,1.2,8.1,Credit Card,1,0,,-1.74
CUST_003095,2024-02-17 00:47:41.234884,Basic,Australia,Healthcare,37.65,13,13,39.67,3,5.1,5.6,Bank Transfer,0,0,,-0.71
CUST_003096,2024-04-27 00:47:41.234884,Enterprise,US,Finance,211.73,19,6,14.3,2,24.3,9.3,Credit Card,0,0,,-1.94
CUST_003097,2022-12-05 00:47:41.234884,Basic,US,Retail,30.95,15,10,106.3,2,2.1,6.3,Credit Card,0,0,,1.2
CUST_003098,2023-11-07 00:47:41.234884,Basic,Canada,Technology,28.35,12,11,21.1,0,10.5,7.3,Credit Card,0,0,,-0.71
CUST_003099,2023-04-26 00:47:41.243039,Basic,US,Healthcare,34.19,15,9,14.77,0,7.9,8.0,Credit Card,0,0,,-1.72
CUST_003100,2024-12-20 00:47:41.243039,Premium,US,Technology,98.39,21,8,12.23,1,16.5,6.3,Bank Transfer,0,0,,-0.07
CUST_003101,2025-07-02 00:47:41.243039,Premium,Australia,Technology,35.98,0,10,75.01,2,69.3,6.5,Credit Card,1,0,,1.01
CUST_003102,2022-09-04 00:47:41.243550,Premium,US,Technology,89.02,5,3,4.6,0,28.2,7.9,Bank Transfer,3,1,2023-04-13 00:47:41.243550,3.7
CUST_003103,2023-12-17 00:47:41.243550,Basic,US,Technology,23.81,21,10,31.28,3,27.3,8.5,Credit Card,0,0,,-0.75
CUST_003104,2023-11-14 00:47:41.243550,Basic,US,Retail,30.35,22,4,24.58,2,26.9,5.7,PayPal,0,0,,-0.06
CUST_003105,2024-12-08 00:47:41.243550,Premium,US,Education,75.87,13,4,22.68,0,38.7,8.8,Credit Card,0,0,,-2.17
CUST_003106,2022-11-04 00:47:41.243550,Premium,US,Education,56.76,11,9,20.21,3,5.3,6.6,Credit Card,1,0,,-0.13
CUST_003107,2025-03-09 00:47:41.243550,Starter,US,Technology,10.38,8,11,17.41,4,11.7,9.1,Credit Card,1,0,,-3.56
CUST_003108,2023-08-29 00:47:41.243550,Premium,US,Technology,94.11,11,13,34.39,4,0.9,7.7,Credit Card,2,0,,-3.84
CUST_003109,2023-12-29 00:47:41.243550,Enterprise,UK,Technology,152.91,19,13,80.92,2,95.9,9.1,Credit Card,1,0,,-3.7
CUST_003110,2023-09-21 00:47:41.243550,Premium,US,Technology,72.97,5,6,7.49,3,45.1,6.6,Bank Transfer,1,0,,1.32
CUST_003111,2023-12-28 00:47:41.243550,Basic,US,Finance,29.88,17,14,54.77,2,51.8,5.5,Credit Card,0,0,,-1.65
CUST_003112,2024-01-30 00:47:41.243550,Premium,US,Healthcare,73.3,18,7,64.82,2,23.8,10.0,Credit Card,0,0,,-1.07
CUST_003113,2023-11-14 00:47:41.243550,Premium,US,Retail,72.57,15,3,127.73,6,0.4,8.1,Credit Card,0,0,,0.07
CUST_003114,2024-06-27 00:47:41.243550,Premium,Australia,Retail,101.46,13,13,2.59,2,2.1,9.4,Bank Transfer,0,0,,-1.28
CUST_003115,2024-09-13 00:47:41.243550,Basic,US,Finance,34.31,20,9,83.99,1,40.6,7.5,PayPal,2,0,,-0.57
CUST_003116,2022-08-23 00:47:41.243550,Enterprise,France,Finance,195.2,3,5,4.33,0,11.2,10.0,Credit Card,1,1,2023-01-23 00:47:41.243550,2.58
CUST_003117,2025-03-23 00:47:41.243550,Enterprise,UK,Education,172.64,0,11,36.84,1,53.6,7.9,PayPal,1,1,2026-02-23 00:47:41.243550,3.92
CUST_003118,2023-04-12 00:47:41.243550,Premium,US,Retail,76.47,15,5,2.5,3,86.6,6.4,Bank Transfer,0,0,,-0.47
CUST_003119,2023-10-02 00:47:41.243550,Enterprise,US,Education,177.63,16,4,79.46,0,11.3,8.7,Bank Transfer,0,0,,-1.72
CUST_003120,2024-10-04 00:47:41.243550,Starter,Canada,Retail,9.16,11,6,3.49,0,1.6,6.5,Credit Card,1,0,,1.34
CUST_003121,2025-05-26 00:47:41.243550,Starter,US,Manufacturing,5.9,20,5,11.2,1,42.5,7.9,Bank Transfer,1,0,,0.77
CUST_003122,2022-10-03 00:47:41.243550,Enterprise,US,Technology,194.52,14,3,12.33,2,49.7,7.9,Credit Card,1,0,,1.75
CUST_003123,2023-11-20 00:47:41.243550,Enterprise,US,Finance,115.24,7,5,89.28,0,8.4,7.1,Credit Card,0,0,,1.0
CUST_003124,2024-02-02 00:47:41.243550,Premium,US,Retail,70.4,3,10,19.23,1,1.5,9.0,PayPal,1,0,,0.93
CUST_003125,2023-03-13 00:47:41.243550,Basic,US,Finance,12.5,5,3,52.91,4,8.2,7.8,Credit Card,0,0,,-0.28
CUST_003126,2023-04-11 00:47:41.243550,Premium,UK,Finance,77.33,15,4,11.43,3,17.7,8.1,Credit Card,2,0,,-1.65
CUST_003127,2023-05-14 00:47:41.243550,Enterprise,UK,Retail,204.18,11,5,14.94,3,51.1,8.2,Credit Card,0,0,,-2.32
CUST_003128,2025-05-06 00:47:41.243550,Starter,US,Technology,10.23,29,4,22.5,3,5.6,7.0,Credit Card,0,0,,-2.19
CUST_003129,2024-06-24 00:47:41.243550,Basic,Germany,Finance,31.86,22,12,210.5,2,8.1,6.2,Credit Card,1,0,,-0.35
CUST_003130,2023-08-15 00:47:41.243550,Enterprise,Germany,Technology,236.92,22,3,4.77,2,24.2,4.4,Credit Card,1,1,2024-01-05 00:47:41.243550,4.14
CUST_003131,2022-11-16 00:47:41.243550,Basic,Canada,Education,35.93,19,9,57.46,1,76.6,9.3,Bank Transfer,0,0,,-3.28
CUST_003132,2023-07-14 00:47:41.243550,Basic,US,Manufacturing,38.52,18,5,34.88,1,0.7,8.0,Bank Transfer,1,0,,-0.39
CUST_003133,2022-09-13 00:47:41.243550,Basic,UK,Technology,32.05,29,11,3.81,0,3.9,7.6,Credit Card,0,0,,-2.69
CUST_003134,2023-11-11 00:47:41.243550,Basic,UK,Finance,29.48,8,3,95.41,2,8.2,9.2,Credit Card,0,0,,-1.81
CUST_003135,2024-08-03 00:47:41.243550,Enterprise,UK,Technology,273.67,20,6,21.95,3,22.0,7.1,Bank Transfer,1,1,2025-06-14 00:47:41.243550,2.21
CUST_003136,2024-07-12 00:47:41.243550,Starter,Japan,Manufacturing,8.49,15,12,33.14,2,18.6,9.3,Bank Transfer,1,0,,-4.15
CUST_003137,2023-11-24 00:47:41.243550,Premium,Australia,Technology,61.06,8,14,103.4,2,6.5,10.0,Credit Card,2,0,,-2.16
CUST_003138,2024-12-30 00:47:41.243550,Premium,US,Technology,101.71,6,7,56.13,2,19.9,8.2,Credit Card,3,0,,-0.78
CUST_003139,2022-11-26 00:47:41.243550,Basic,US,Finance,24.34,18,8,38.15,0,132.1,7.5,Credit Card,0,0,,0.38
CUST_003140,2024-10-28 00:47:41.251191,Basic,UK,Healthcare,33.42,7,5,18.94,2,26.9,7.6,Credit Card,0,0,,-0.78
CUST_003141,2024-02-04 00:47:41.251191,Enterprise,US,Healthcare,193.64,25,9,49.17,3,2.8,10.0,PayPal,1,0,,-3.55
CUST_003142,2024-07-08 00:47:41.251191,Premium,Canada,Healthcare,97.69,7,8,128.89,1,1.8,5.6,Credit Card,1,0,,-1.31
CUST_003143,2023-08-30 00:47:41.251539,Starter,US,Technology,7.14,16,6,58.6,1,0.7,9.1,Bank Transfer,1,0,,-2.63
CUST_003144,2025-01-16 00:47:41.251539,Starter,US,Retail,6.86,9,10,16.11,1,34.9,10.0,Credit Card,2,0,,-1.66
CUST_003145,2024-04-18 00:47:41.251539,Enterprise,US,Healthcare,202.66,8,10,11.75,2,11.5,5.9,Credit Card,1,0,,-1.17
CUST_003146,2023-07-21 00:47:41.251539,Premium,Germany,Healthcare,95.05,21,6,34.12,1,36.7,8.0,Credit Card,1,0,,-1.82
CUST_003147,2024-04-16 00:47:41.251539,Basic,US,Retail,29.7,11,3,16.71,3,23.9,4.8,Bank Transfer,0,0,,1.93
CUST_003148,2023-10-28 00:47:41.251539,Enterprise,US,Retail,214.39,15,13,15.92,3,78.6,8.3,Credit Card,0,0,,-4.32
CUST_003149,2023-03-09 00:47:41.251539,Basic,US,Technology,33.84,16,8,6.54,0,14.1,6.2,Credit Card,0,0,,0.13
CUST_003150,2023-09-08 00:47:41.251539,Enterprise,Canada,Manufacturing,192.59,23,12,52.46,2,9.9,8.0,Bank Transfer,0,0,,-2.92
CUST_003151,2023-06-17 00:47:41.251539,Enterprise,US,Retail,182.37,15,11,1.84,3,4.7,5.1,PayPal,0,0,,-1.05
CUST_003152,2024-01-31 00:47:41.251539,Basic,US,Education,36.79,15,11,32.35,1,2.4,6.1,Credit Card,2,0,,-2.08
CUST_003153,2023-11-23 00:47:41.251539,Premium,US,Technology,75.42,21,14,18.79,1,12.3,8.8,Credit Card,0,0,,-4.39
CUST_003154,2022-12-11 00:47:41.251539,Basic,Australia,Finance,24.76,26,7,2.48,1,5.8,7.5,Bank Transfer,0,0,,-2.23
CUST_003155,2024-11-18 00:47:41.251539,Basic,US,Manufacturing,29.01,15,14,3.87,1,23.2,8.1,Bank Transfer,0,0,,-2.16
CUST_003156,2022-11-27 00:47:41.251539,Basic,US,Technology,35.32,16,7,40.95,2,6.3,6.5,Credit Card,0,0,,0.36
CUST_003157,2025-03-30 00:47:41.251539,Enterprise,US,Finance,191.71,9,4,8.47,1,10.0,7.7,PayPal,0,0,,1.8
CUST_003158,2025-02-22 00:47:41.251539,Premium,US,Technology,85.52,6,8,44.79,0,4.1,9.0,Credit Card,1,0,,-0.77
CUST_003159,2022-11-23 00:47:41.253888,Enterprise,France,Healthcare,135.38,15,7,1.57,6,1.3,6.0,Credit Card,1,1,2023-04-01 00:47:41.253888,2.91
CUST_003160,2022-09-27 00:47:41.253888,Basic,France,Finance,35.69,23,7,1.77,3,23.9,7.1,PayPal,0,0,,1.54
CUST_003161,2024-11-14 00:47:41.253888,Enterprise,US,Technology,190.5,20,14,25.76,6,27.1,6.4,Credit Card,0,0,,1.09
CUST_003162,2023-05-28 00:47:41.253888,Enterprise,US,Finance,291.76,17,5,3.72,2,33.7,7.6,PayPal,1,1,2024-03-24 00:47:41.253888,3.08
CUST_003163,2023-11-14 00:47:41.253888,Premium,US,Education,83.5,12,4,89.83,1,14.7,8.7,Credit Card,0,0,,-1.47
CUST_003164,2023-03-24 00:47:41.253888,Enterprise,US,Healthcare,147.18,19,4,16.85,0,27.6,8.4,Credit Card,2,0,,-1.29
CUST_003165,2025-03-29 00:47:41.253888,Premium,Canada,Healthcare,80.17,14,5,68.59,0,9.6,8.0,PayPal,1,0,,-2.71
CUST_003166,2024-09-12 00:47:41.253888,Basic,US,Technology,29.49,13,12,8.51,1,0.6,7.7,Credit Card,0,0,,-0.31
CUST_003167,2024-10-09 00:47:41.253888,Premium,UK,Technology,80.69,7,9,2.65,3,18.9,9.8,Bank Transfer,1,0,,-0.57
CUST_003168,2024-06-02 00:47:41.253888,Basic,Japan,Technology,34.69,11,5,69.0,1,40.2,7.2,Credit Card,0,0,,-0.1
CUST_003169,2023-08-16 00:47:41.253888,Basic,UK,Education,21.05,13,9,107.99,1,34.4,6.0,Bank Transfer,1,1,2024-04-11 00:47:41.253888,2.04
CUST_003170,2022-12-23 00:47:41.253888,Enterprise,US,Finance,174.55,9,6,32.92,1,4.6,6.0,PayPal,0,0,,-0.39
CUST_003171,2024-09-27 00:47:41.253888,Basic,US,Technology,25.14,15,12,26.15,3,20.0,8.5,Credit Card,0,0,,-3.98
CUST_003172,2023-10-09 00:47:41.253888,Premium,US,Technology,71.74,21,3,21.83,1,40.8,7.9,Credit Card,1,0,,1.94
CUST_003173,2024-07-13 00:47:41.253888,Basic,Japan,Technology,33.16,25,4,23.76,0,27.5,7.6,Credit Card,0,0,,-2.26
CUST_003174,2025-02-02 00:47:41.253888,Basic,US,Education,17.64,16,9,6.66,3,16.7,7.9,Credit Card,0,0,,0.62
CUST_003175,2022-10-23 00:47:41.253888,Starter,US,Retail,6.45,15,10,9.27,4,59.3,6.3,Bank Transfer,0,0,,1.0
CUST_003176,2023-09-05 00:47:41.253888,Starter,US,Retail,6.27,11,7,11.48,2,3.1,9.2,Credit Card,0,0,,-1.98
CUST_003177,2024-07-20 00:47:41.253888,Premium,Canada,Finance,70.85,12,13,8.19,1,6.5,9.4,Credit Card,1,0,,-2.06
CUST_003178,2023-10-15 00:47:41.253888,Basic,France,Finance,30.57,6,5,71.96,3,17.9,8.3,PayPal,0,0,,-2.82
CUST_003179,2025-03-21 00:47:41.253888,Enterprise,US,Retail,225.05,15,9,30.0,3,37.6,4.6,Credit Card,1,1,2025-04-22 00:47:41.253888,2.38
CUST_003180,2023-01-04 00:47:41.253888,Enterprise,Japan,Technology,183.68,11,10,82.54,1,1.7,8.4,Credit Card,0,0,,-1.84
CUST_003181,2024-01-04 00:47:41.253888,Enterprise,UK,Healthcare,225.02,13,5,7.58,2,12.2,7.3,Credit Card,0,0,,1.08
CUST_003182,2024-05-15 00:47:41.253888,Basic,US,Technology,29.29,3,9,175.33,2,10.2,6.8,Credit Card,0,1,2024-09-08 00:47:41.253888,3.43
CUST_003183,2024-08-27 00:47:41.253888,Premium,US,Technology,95.98,6,7,193.69,2,6.3,7.0,Credit Card,1,0,,-1.25
CUST_003184,2022-10-19 00:47:41.253888,Enterprise,Australia,Technology,222.56,18,7,128.28,3,52.0,4.8,PayPal,1,1,2023-01-02 00:47:41.253888,2.9
CUST_003185,2024-10-25 00:47:41.253888,Basic,US,Technology,28.93,10,11,3.11,1,22.3,10.0,Credit Card,0,0,,-2.12
CUST_003186,2023-02-10 00:47:41.253888,Premium,US,Technology,81.57,14,13,117.07,4,30.0,5.4,Credit Card,1,0,,1.02
CUST_003187,2023-02-19 00:47:41.253888,Premium,US,Technology,94.46,8,10,163.95,0,6.8,5.1,Bank Transfer,0,0,,-0.32
CUST_003188,2023-04-13 00:47:41.253888,Enterprise,UK,Healthcare,149.35,8,6,15.45,4,18.4,6.7,Credit Card,0,0,,-1.22
CUST_003189,2023-02-20 00:47:41.253888,Premium,Australia,Manufacturing,56.86,25,11,9.87,4,32.4,6.3,Credit Card,2,0,,-2.09
CUST_003190,2022-11-13 00:47:41.253888,Basic,US,Healthcare,34.54,19,5,89.13,0,3.1,6.0,Credit Card,1,0,,0.03
CUST_003191,2023-05-24 00:47:41.253888,Premium,US,Finance,83.8,11,10,138.48,2,51.8,9.3,Credit Card,1,0,,-3.21
CUST_003192,2025-07-08 00:47:41.253888,Premium,US,Finance,68.95,19,3,36.84,0,8.0,7.3,Credit Card,0,0,,0.33
CUST_003193,2025-05-01 00:47:41.253888,Basic,US,Retail,21.77,19,11,184.59,1,14.7,7.6,Credit Card,1,0,,-1.72
CUST_003194,2024-06-04 00:47:41.253888,Enterprise,Australia,Technology,157.02,8,6,39.33,3,70.4,6.6,Credit Card,1,0,,-0.23
CUST_003195,2023-06-14 00:47:41.253888,Basic,US,Technology,40.71,23,14,18.49,2,16.1,8.7,Credit Card,0,0,,-3.39
CUST_003196,2025-06-19 00:47:41.253888,Premium,US,Retail,58.5,9,9,41.96,2,36.5,10.0,Credit Card,0,0,,-3.05
CUST_003197,2023-09-27 00:47:41.253888,Premium,UK,Finance,61.08,14,9,128.41,2,20.5,5.8,Credit Card,0,0,,-0.62
CUST_003198,2024-06-22 00:47:41.253888,Premium,UK,Healthcare,89.45,13,11,15.18,0,18.3,7.5,Credit Card,0,0,,-1.27
CUST_003199,2025-06-11 00:47:41.259561,Enterprise,UK,Finance,136.72,4,7,78.97,2,59.7,5.6,Credit Card,1,1,2025-07-13 00:47:41.259561,2.11
CUST_003200,2024-02-24 00:47:41.259898,Premium,US,Technology,82.91,18,5,13.54,3,58.3,5.6,Credit Card,1,0,,-0.07
CUST_003201,2024-04-10 00:47:41.259898,Basic,UK,Retail,28.89,16,8,2.08,0,39.8,5.5,Credit Card,1,0,,1.21
CUST_003202,2023-08-12 00:47:41.259898,Premium,Australia,Healthcare,71.38,18,8,13.03,3,51.5,10.0,PayPal,0,0,,-2.92
CUST_003203,2023-10-17 00:47:41.259898,Starter,US,Finance,8.73,13,3,74.5,3,81.4,8.8,Credit Card,0,0,,-0.93
CUST_003204,2024-10-26 00:47:41.259898,Starter,US,Healthcare,7.53,5,6,15.45,2,18.9,4.4,Credit Card,2,1,2025-01-16 00:47:41.259898,2.64
CUST_003205,2023-05-24 00:47:41.259898,Premium,US,Finance,85.93,10,3,32.2,1,0.1,5.6,Bank Transfer,1,0,,-0.31
CUST_003206,2022-09-21 00:47:41.259898,Basic,Canada,Finance,30.5,8,4,39.48,4,8.8,8.3,Credit Card,1,0,,-2.57
CUST_003207,2023-10-30 00:47:41.259898,Enterprise,Australia,Manufacturing,259.87,21,6,27.58,2,16.9,5.9,Credit Card,1,0,,0.52
