customer_id,ticket_id,ticket_date,ticket_type,priority,status,resolution_time_hours,customer_satisfaction
CUST_001117,TKT_002179,2025-02-25 00:47:40.878315,Billing Question,Critical,Open,12.6,5.034940351842122
CUST_001117,TKT_002180,2024-05-20 00:47:40.878315,Feature Request,Critical,Resolved,1.4,9.199449398508515
CUST_001118,TKT_002181,2024-10-12 00:47:40.878928,Billing Question,Medium,Open,41.1,6.0959228384886845
CUST_001118,TKT_002182,2025-08-18 00:47:40.878928,Billing Question,Low,Open,46.7,6.098949987883345
CUST_001119,TKT_002183,2025-01-16 00:47:40.878928,Feature Request,Low,Resolved,23.9,4.979962969535791
CUST_001119,TKT_002184,2024-12-21 00:47:40.878928,General Inquiry,High,Resolved,10.8,6.398766383013436
CUST_001119,TKT_002185,2024-04-24 00:47:40.878928,Billing Question,High,Closed,74.0,6.902697042109281
CUST_001119,TKT_002186,2025-02-04 00:47:40.878928,Billing Question,Critical,In Progress,5.4,4.661141063837926
CUST_001120,TKT_002187,2024-05-31 00:47:40.878928,Billing Question,Low,Closed,12.9,8.672066194740882
CUST_001120,TKT_002188,2024-04-29 00:47:40.878928,Technical Issue,High,In Progress,1.0,5.541652616387227
CUST_001120,TKT_002189,2024-04-25 00:47:40.878928,Technical Issue,Critical,Open,0.6,10.994429477666529
CUST_001120,TKT_002190,2023-12-07 00:47:40.878928,General Inquiry,High,Closed,23.8,7.311538947997521
CUST_001120,TKT_002191,2024-04-16 00:47:40.878928,Technical Issue,Critical,Open,3.6,6.995793441919527
CUST_001120,TKT_002192,2024-07-14 00:47:40.878928,Account Access,Critical,Resolved,2.2,7.667052157697427
CUST_001120,TKT_002193,2024-04-16 00:47:40.878928,Feature Request,Critical,Closed,2.3,7.667928291632312
CUST_001120,TKT_002194,2024-07-26 00:47:40.878928,Feature Request,High,Open,13.1,7.871492990356603
CUST_001121,TKT_002195,2025-01-02 00:47:40.878928,Technical Issue,Critical,Open,0.6,3.7067361631963145
CUST_001121,TKT_002196,2024-11-26 00:47:40.878928,Technical Issue,Medium,Resolved,9.7,7.427360177198303
CUST_001123,TKT_002197,2022-12-09 00:47:40.878928,General Inquiry,High,In Progress,74.0,3.507238933805477
CUST_001123,TKT_002198,2023-03-18 00:47:40.878928,General Inquiry,Critical,Closed,11.8,9.361197739101636
CUST_001124,TKT_002199,2023-11-25 00:47:40.878928,Feature Request,Medium,Open,67.0,7.473674465705482
CUST_001124,TKT_002200,2023-08-13 00:47:40.878928,Billing Question,High,Open,15.1,5.775327571654258
CUST_001125,TKT_002201,2024-10-20 00:47:40.878928,Feature Request,Critical,Resolved,0.7,6.766995818261963
CUST_001125,TKT_002202,2024-12-15 00:47:40.878928,Technical Issue,Low,Open,0.4,5.384292830162914
CUST_001126,TKT_002203,2025-01-30 00:47:40.878928,Technical Issue,High,Closed,9.7,6.209098941887428
CUST_001126,TKT_002204,2025-02-11 00:47:40.878928,Technical Issue,Critical,In Progress,0.0,8.798671143698463
CUST_001126,TKT_002205,2024-10-27 00:47:40.878928,Technical Issue,Medium,In Progress,66.6,8.320920951115081
CUST_001127,TKT_002206,2024-03-20 00:47:40.878928,Technical Issue,Critical,In Progress,2.0,6.768514232396738
CUST_001129,TKT_002207,2023-01-02 00:47:40.878928,Account Access,Critical,In Progress,2.5,9.887878086450176
CUST_001129,TKT_002208,2023-06-22 00:47:40.878928,Billing Question,Low,In Progress,64.0,4.987205751067645
CUST_001130,TKT_002209,2023-10-26 00:47:40.878928,General Inquiry,Medium,In Progress,4.5,9.154247375900322
CUST_001131,TKT_002210,2026-01-18 00:47:40.878928,Feature Request,Low,Closed,301.7,8.814733548207464
CUST_001131,TKT_002211,2025-10-22 00:47:40.878928,Technical Issue,Critical,In Progress,3.0,4.108921326547836
CUST_001132,TKT_002212,2024-01-05 00:47:40.878928,Account Access,Low,Open,259.8,5.692107780528995
CUST_001135,TKT_002213,2026-03-26 00:47:40.878928,Feature Request,Medium,In Progress,19.0,8.375653651644713
CUST_001135,TKT_002214,2026-04-14 00:47:40.878928,Technical Issue,High,Open,7.5,2.4637128841414206
CUST_001135,TKT_002215,2026-01-27 00:47:40.878928,Account Access,Medium,In Progress,61.0,5.79715388727559
CUST_001136,TKT_002216,2023-06-05 00:47:40.878928,Billing Question,Medium,Open,2.4,5.960058666622484
CUST_001136,TKT_002217,2023-01-06 00:47:40.878928,Technical Issue,Medium,Resolved,11.4,8.07059848799099
CUST_001136,TKT_002218,2023-10-27 00:47:40.878928,Billing Question,High,Resolved,27.7,6.4311493263494
CUST_001136,TKT_002219,2023-08-23 00:47:40.878928,Technical Issue,Medium,Closed,68.6,5.6305142533131285
CUST_001136,TKT_002220,2023-05-17 00:47:40.878928,Billing Question,High,Resolved,11.9,9.943181245504725
CUST_001137,TKT_002221,2025-09-19 00:47:40.878928,Feature Request,High,Resolved,4.8,9.481436818070243
CUST_001137,TKT_002222,2025-04-06 00:47:40.878928,Billing Question,Low,Resolved,340.6,6.52762490508297
CUST_001138,TKT_002223,2024-03-01 00:47:40.878928,Technical Issue,High,In Progress,12.6,8.279692859790405
CUST_001138,TKT_002224,2024-06-08 00:47:40.878928,Billing Question,High,Resolved,21.9,5.131770730541381
CUST_001138,TKT_002225,2023-12-02 00:47:40.878928,Feature Request,Low,Resolved,124.5,7.573827312170097
CUST_001138,TKT_002226,2023-11-27 00:47:40.878928,Technical Issue,Medium,In Progress,89.8,8.516846365093796
CUST_001138,TKT_002227,2024-09-20 00:47:40.878928,General Inquiry,Critical,Open,2.7,6.718390178024846
CUST_001139,TKT_002228,2023-05-01 00:47:40.878928,Billing Question,High,Resolved,7.4,4.216843020212389
CUST_001139,TKT_002229,2023-04-15 00:47:40.878928,General Inquiry,Medium,Open,59.4,6.043140350120495
CUST_001140,TKT_002230,2023-04-18 00:47:40.878928,Technical Issue,Critical,Resolved,1.6,8.543866585412532
CUST_001140,TKT_002231,2023-07-26 00:47:40.878928,Billing Question,Low,In Progress,8.3,4.9090372844912435
CUST_001141,TKT_002232,2023-10-12 00:47:40.878928,Account Access,Low,Resolved,64.9,6.22781108615144
CUST_001141,TKT_002233,2023-12-05 00:47:40.878928,Technical Issue,High,Resolved,3.0,6.800533708054934
CUST_001141,TKT_002234,2023-05-14 00:47:40.878928,Technical Issue,High,Closed,12.5,7.037034923002636
CUST_001142,TKT_002235,2024-05-22 00:47:40.878928,Billing Question,Medium,In Progress,21.1,7.435935883554743
CUST_001144,TKT_002236,2025-11-03 00:47:40.878928,General Inquiry,Critical,In Progress,22.8,7.099845650507954
CUST_001144,TKT_002237,2025-06-05 00:47:40.878928,Technical Issue,Medium,Closed,90.7,9.897866787865706
CUST_001145,TKT_002238,2025-02-27 00:47:40.878928,Feature Request,Medium,Resolved,25.0,7.210454816861256
CUST_001145,TKT_002239,2024-11-28 00:47:40.878928,General Inquiry,Critical,Closed,0.4,6.967021276771848
CUST_001146,TKT_002240,2023-10-21 00:47:40.878928,Billing Question,Medium,In Progress,10.7,4.12454439216011
CUST_001147,TKT_002241,2025-07-06 00:47:40.878928,Billing Question,Medium,In Progress,39.1,5.991085516193398
CUST_001147,TKT_002242,2025-11-27 00:47:40.878928,Technical Issue,Low,In Progress,203.5,6.99958189993668
CUST_001147,TKT_002243,2025-10-01 00:47:40.878928,Technical Issue,Medium,Closed,67.7,8.099606415247086
CUST_001147,TKT_002244,2025-11-30 00:47:40.878928,Billing Question,Medium,Closed,47.9,5.6611617967827295
CUST_001148,TKT_002245,2023-08-27 00:47:40.878928,Billing Question,High,Open,15.5,11.271407795309262
CUST_001150,TKT_002246,2024-12-23 00:47:40.878928,Account Access,Medium,Resolved,9.0,5.716130494408315
CUST_001153,TKT_002247,2025-12-19 00:47:40.878928,General Inquiry,Low,Open,72.9,7.459641180711067
CUST_001154,TKT_002248,2023-12-27 00:47:40.878928,Billing Question,High,Open,30.5,2.840229177122805
CUST_001154,TKT_002249,2024-01-21 00:47:40.878928,Billing Question,Low,In Progress,25.0,3.2371471747348872
CUST_001154,TKT_002250,2023-06-26 00:47:40.878928,Account Access,Low,Closed,46.9,10.16019576132896
CUST_001154,TKT_002251,2023-09-21 00:47:40.878928,Account Access,Critical,Resolved,5.2,4.901359764482937
CUST_001155,TKT_002252,2023-12-12 00:47:40.878928,Technical Issue,Low,In Progress,134.9,6.68815911044564
CUST_001155,TKT_002253,2024-03-13 00:47:40.878928,Account Access,Medium,In Progress,24.7,5.568031533054012
CUST_001155,TKT_002254,2024-07-26 00:47:40.878928,Technical Issue,Critical,Open,6.0,7.54430891026688
CUST_001156,TKT_002255,2023-11-18 00:47:40.878928,Billing Question,Critical,Resolved,0.7,6.979878467469723
CUST_001156,TKT_002256,2023-11-12 00:47:40.878928,Technical Issue,High,Closed,13.3,5.709385653053948
CUST_001156,TKT_002257,2024-04-11 00:47:40.878928,Account Access,Critical,In Progress,16.0,8.568751312235637
CUST_001158,TKT_002258,2024-07-11 00:47:40.878928,General Inquiry,High,In Progress,37.0,10.369835498125505
CUST_001158,TKT_002259,2023-10-07 00:47:40.878928,Technical Issue,Low,Closed,150.8,7.80959576761382
CUST_001158,TKT_002260,2024-07-23 00:47:40.878928,Feature Request,High,In Progress,12.1,8.387748176836855
CUST_001158,TKT_002261,2024-08-01 00:47:40.878928,Feature Request,High,Closed,4.5,4.438158696815667
CUST_001158,TKT_002262,2024-01-24 00:47:40.878928,General Inquiry,Low,In Progress,10.3,8.131598364654753
CUST_001158,TKT_002263,2023-10-17 00:47:40.878928,Account Access,High,Open,59.8,11.21347158237064
CUST_001158,TKT_002264,2024-02-12 00:47:40.878928,Billing Question,Low,Open,80.9,6.4586442825723225
CUST_001158,TKT_002265,2023-12-13 00:47:40.878928,Billing Question,Medium,In Progress,34.7,8.553965888056267
CUST_001159,TKT_002266,2025-02-03 00:47:40.878928,Billing Question,High,In Progress,16.7,6.854284784635857
CUST_001159,TKT_002267,2024-09-03 00:47:40.878928,Feature Request,Low,Closed,399.8,6.969364962109099
CUST_001159,TKT_002268,2025-03-16 00:47:40.878928,General Inquiry,Critical,Open,4.1,4.448431842934884
CUST_001159,TKT_002269,2025-03-02 00:47:40.878928,Feature Request,High,Resolved,19.1,5.098883338506704
CUST_001159,TKT_002270,2025-06-07 00:47:40.878928,Technical Issue,High,Closed,1.4,8.912461278561965
CUST_001159,TKT_002271,2025-01-08 00:47:40.878928,Technical Issue,Medium,Resolved,9.6,5.361676598978402
CUST_001160,TKT_002272,2025-10-01 00:47:40.885000,Billing Question,High,Closed,7.5,6.222739812737248
CUST_001160,TKT_002273,2026-01-13 00:47:40.885000,Feature Request,Critical,Resolved,1.5,7.394856620652326
CUST_001160,TKT_002274,2025-02-28 00:47:40.885000,Technical Issue,High,Closed,28.7,7.220368963875745
CUST_001160,TKT_002275,2026-01-25 00:47:40.885000,Account Access,Medium,Resolved,20.0,6.72980659623411
CUST_001162,TKT_002276,2025-04-28 00:47:40.885000,Technical Issue,Medium,Resolved,146.7,9.804646086795247
CUST_001162,TKT_002277,2025-02-10 00:47:40.885000,Feature Request,Medium,Resolved,64.7,7.189472667016003
CUST_001165,TKT_002278,2023-08-03 00:47:40.885000,General Inquiry,Low,In Progress,36.9,7.474864810486337
CUST_001167,TKT_002279,2025-04-20 00:47:40.885816,General Inquiry,High,Open,63.5,8.108726015207282
CUST_001167,TKT_002280,2025-03-26 00:47:40.885816,Billing Question,High,Open,26.3,8.540302649257239
CUST_001167,TKT_002281,2025-07-11 00:47:40.885816,Technical Issue,Medium,In Progress,43.6,5.646460395955158
CUST_001168,TKT_002282,2025-03-17 00:47:40.885816,Account Access,Low,Closed,66.5,7.13658029751788
CUST_001168,TKT_002283,2024-04-12 00:47:40.885816,General Inquiry,High,Resolved,16.7,12.161879906301298
CUST_001168,TKT_002284,2024-07-12 00:47:40.885816,Technical Issue,High,Closed,2.0,6.8491100220460055
CUST_001168,TKT_002285,2024-07-04 00:47:40.885816,Billing Question,Critical,Open,0.9,7.504053905329199
CUST_001168,TKT_002286,2025-02-23 00:47:40.885816,Account Access,High,Open,3.4,8.915726718852255
CUST_001169,TKT_002287,2025-07-06 00:47:40.886433,General Inquiry,Critical,Closed,5.3,9.184325767339436
CUST_001170,TKT_002288,2025-04-28 00:47:40.886433,Feature Request,Critical,In Progress,0.7,7.438810183498944
CUST_001170,TKT_002289,2025-09-14 00:47:40.886433,Account Access,Critical,Open,1.7,6.835155744111196
CUST_001170,TKT_002290,2025-02-07 00:47:40.886433,Account Access,High,Open,12.8,8.712676262612405
CUST_001171,TKT_002291,2024-05-15 00:47:40.887024,Billing Question,Low,Open,107.3,3.9841731852003535
CUST_001171,TKT_002292,2024-03-13 00:47:40.887024,Billing Question,Medium,In Progress,10.9,10.324939323864871
CUST_001172,TKT_002293,2025-03-15 00:47:40.887024,Account Access,Critical,In Progress,0.0,6.017735884248677
CUST_001172,TKT_002294,2024-10-17 00:47:40.887024,General Inquiry,High,Closed,13.4,7.796386635924249
CUST_001173,TKT_002295,2025-03-04 00:47:40.887024,Technical Issue,High,In Progress,0.2,4.157455356162511
CUST_001173,TKT_002296,2025-02-01 00:47:40.887024,General Inquiry,Critical,Open,8.8,6.192288258076055
CUST_001174,TKT_002297,2025-06-23 00:47:40.887611,Account Access,Low,Open,36.4,9.23476846213286
CUST_001175,TKT_002298,2025-12-22 00:47:40.887611,General Inquiry,Critical,Closed,4.7,7.760179915038391
CUST_001175,TKT_002299,2025-11-09 00:47:40.887611,Technical Issue,Medium,In Progress,17.3,7.80155422977028
CUST_001176,TKT_002300,2023-03-28 00:47:40.888227,Account Access,Low,Closed,146.9,6.288511653512489
CUST_001177,TKT_002301,2023-05-04 00:47:40.888227,General Inquiry,Critical,Closed,6.1,7.970665710568028
CUST_001177,TKT_002302,2023-10-18 00:47:40.888227,General Inquiry,Low,Closed,27.8,6.4580239251402825
CUST_001177,TKT_002303,2023-08-27 00:47:40.888227,Feature Request,Medium,Closed,0.0,8.814333953182942
CUST_001177,TKT_002304,2023-05-30 00:47:40.888227,Account Access,Critical,Closed,9.1,6.079795536502424
CUST_001178,TKT_002305,2023-09-08 00:47:40.888227,Account Access,High,In Progress,2.5,6.730879648617842
CUST_001179,TKT_002306,2023-11-22 00:47:40.888832,Billing Question,Medium,In Progress,40.6,5.8317621855418
CUST_001179,TKT_002307,2024-02-09 00:47:40.888832,Feature Request,High,In Progress,46.5,6.67320115689231
CUST_001180,TKT_002308,2024-07-24 00:47:40.888832,Feature Request,Low,Resolved,10.0,5.91936760146573
CUST_001180,TKT_002309,2023-11-27 00:47:40.888832,Technical Issue,Medium,Closed,22.0,9.029458422144788
CUST_001180,TKT_002310,2024-10-07 00:47:40.888832,Technical Issue,High,Closed,76.8,10.09653839053583
CUST_001180,TKT_002311,2023-12-09 00:47:40.888832,Feature Request,Medium,Closed,23.0,4.736191374361692
CUST_001181,TKT_002312,2024-10-06 00:47:40.888832,General Inquiry,Critical,Closed,1.3,8.665236073737082
CUST_001181,TKT_002313,2025-02-06 00:47:40.888832,Billing Question,Medium,Open,14.2,5.426706151932083
CUST_001181,TKT_002314,2025-01-11 00:47:40.888832,General Inquiry,High,Resolved,26.5,6.214952146895326
CUST_001182,TKT_002315,2023-02-13 00:47:40.889434,Feature Request,Low,Open,22.5,7.265987280086191
CUST_001182,TKT_002316,2023-03-09 00:47:40.889434,Billing Question,Low,In Progress,60.4,4.576972650915845
CUST_001182,TKT_002317,2023-12-05 00:47:40.889434,Technical Issue,Critical,Resolved,2.4,5.808478055292343
CUST_001182,TKT_002318,2023-10-19 00:47:40.889434,Account Access,Low,Closed,32.3,10.743555436161719
CUST_001184,TKT_002319,2023-06-03 00:47:40.890032,Billing Question,Low,Open,43.7,8.20907665921414
CUST_001184,TKT_002320,2023-02-14 00:47:40.890032,Account Access,Low,Resolved,132.5,5.376019537879439
CUST_001184,TKT_002321,2023-04-21 00:47:40.890032,Account Access,High,In Progress,1.1,4.415295228177949
CUST_001184,TKT_002322,2023-09-04 00:47:40.890032,Feature Request,Low,Open,33.4,4.782450090426137
CUST_001184,TKT_002323,2023-05-05 00:47:40.890032,General Inquiry,Low,Open,206.5,5.042070718590948
CUST_001185,TKT_002324,2023-12-22 00:47:40.890032,Account Access,High,Open,18.7,5.3827583024323395
CUST_001186,TKT_002325,2024-06-21 00:47:40.890032,General Inquiry,Critical,Closed,3.6,10.25611304556369
CUST_001187,TKT_002326,2024-12-06 00:47:40.890608,Feature Request,Medium,Resolved,55.6,6.5000566953728525
CUST_001187,TKT_002327,2024-01-02 00:47:40.890608,General Inquiry,High,Closed,32.9,5.453268174882666
CUST_001188,TKT_002328,2026-02-02 00:47:40.890608,General Inquiry,Medium,Open,48.2,4.98573395819894
CUST_001188,TKT_002329,2025-11-06 00:47:40.890608,Billing Question,Medium,Resolved,20.4,5.9335905532260345
CUST_001188,TKT_002330,2025-09-06 00:47:40.890608,Technical Issue,Low,Resolved,162.6,4.008275996490505
CUST_001188,TKT_002331,2025-09-16 00:47:40.890608,General Inquiry,Medium,Closed,43.6,7.32224919478461
CUST_001188,TKT_002332,2025-11-02 00:47:40.890608,Account Access,Low,In Progress,54.7,10.495971749271542
CUST_001188,TKT_002333,2025-06-05 00:47:40.890608,General Inquiry,Low,Closed,66.9,6.755646789256921
CUST_001189,TKT_002334,2023-07-30 00:47:40.891182,Feature Request,Critical,Closed,2.9,5.268569266298173
CUST_001189,TKT_002335,2024-06-06 00:47:40.891182,Billing Question,Critical,Closed,1.5,10.981740482167694
CUST_001189,TKT_002336,2023-11-01 00:47:40.891182,Billing Question,High,In Progress,3.7,8.132409665336537
CUST_001189,TKT_002337,2024-03-03 00:47:40.891182,Account Access,High,Closed,0.5,9.06296056584529
CUST_001189,TKT_002338,2024-06-18 00:47:40.891182,Account Access,Critical,Open,1.7,7.876636278073916
CUST_001190,TKT_002339,2023-05-25 00:47:40.891182,Feature Request,Low,Open,42.0,5.045872542654763
CUST_001191,TKT_002340,2025-09-20 00:47:40.891182,Feature Request,Low,Open,43.3,8.464319596078829
CUST_001191,TKT_002341,2026-01-06 00:47:40.891182,Technical Issue,Critical,Open,5.8,8.464543058985711
CUST_001191,TKT_002342,2025-07-15 00:47:40.891182,General Inquiry,Medium,Open,51.8,7.278639024561111
CUST_001191,TKT_002343,2025-07-03 00:47:40.891182,Feature Request,Medium,Resolved,159.0,7.637823306659678
CUST_001191,TKT_002344,2026-02-14 00:47:40.891182,General Inquiry,Critical,Open,7.6,8.002650900807573
CUST_001191,TKT_002345,2025-11-07 00:47:40.891182,Account Access,Low,In Progress,53.4,8.467261591988674
CUST_001192,TKT_002346,2023-10-21 00:47:40.891744,Feature Request,Low,Resolved,226.8,6.409160023311117
CUST_001195,TKT_002347,2025-12-10 00:47:40.892938,Account Access,High,Resolved,2.7,2.1928289213374743
CUST_001196,TKT_002348,2026-03-22 00:47:40.893500,Feature Request,Critical,In Progress,2.5,8.23120946674839
CUST_001196,TKT_002349,2025-07-02 00:47:40.893500,Feature Request,Critical,Open,1.1,9.156402388637416
CUST_001196,TKT_002350,2025-11-10 00:47:40.893500,Account Access,High,Resolved,11.1,5.101570494802996
CUST_001196,TKT_002351,2026-02-21 00:47:40.893500,Technical Issue,Low,Open,81.2,6.714950356569727
CUST_001196,TKT_002352,2025-09-19 00:47:40.893500,Technical Issue,High,Closed,13.5,8.784746049854625
CUST_001197,TKT_002353,2024-04-20 00:47:40.893500,General Inquiry,High,Resolved,0.6,6.438427196500132
CUST_001197,TKT_002354,2024-03-06 00:47:40.893500,Billing Question,Critical,Closed,3.7,6.322186409095322
CUST_001197,TKT_002355,2023-10-13 00:47:40.893500,Billing Question,Low,Resolved,57.4,6.870448153617312
CUST_001197,TKT_002356,2024-01-29 00:47:40.893500,General Inquiry,High,In Progress,11.1,6.319565416716201
CUST_001198,TKT_002357,2024-03-29 00:47:40.895516,Feature Request,Low,In Progress,85.1,4.564882283357688
CUST_001198,TKT_002358,2024-08-06 00:47:40.895516,General Inquiry,Low,Open,112.9,5.6215837220630425
CUST_001198,TKT_002359,2024-11-29 00:47:40.895516,General Inquiry,Medium,Resolved,15.8,4.57923373090334
CUST_001200,TKT_002360,2025-06-19 00:47:40.896166,Technical Issue,Critical,In Progress,2.6,7.059960570825545
CUST_001201,TKT_002361,2023-03-31 00:47:40.896166,Account Access,Low,Closed,23.2,7.580261837955819
CUST_001201,TKT_002362,2023-01-03 00:47:40.896166,Feature Request,Critical,In Progress,17.0,9.427987066125512
CUST_001203,TKT_002363,2023-08-18 00:47:40.896166,Billing Question,Low,Closed,3.6,8.446550139511457
CUST_001203,TKT_002364,2023-07-30 00:47:40.896166,General Inquiry,Critical,Closed,0.8,5.486080930624076
CUST_001203,TKT_002365,2022-12-25 00:47:40.896166,Feature Request,Critical,In Progress,9.8,6.638495011472966
CUST_001204,TKT_002366,2025-09-05 00:47:40.896166,Account Access,Low,In Progress,85.6,5.857292780547345
CUST_001206,TKT_002367,2024-08-17 00:47:40.898191,General Inquiry,Critical,Open,0.7,5.860562976755083
CUST_001206,TKT_002368,2025-06-25 00:47:40.898191,General Inquiry,Critical,Open,2.0,8.244519096535818
CUST_001206,TKT_002369,2025-05-05 00:47:40.898191,Billing Question,High,Resolved,42.2,7.827944354015989
CUST_001207,TKT_002370,2024-07-30 00:47:40.898191,Technical Issue,Critical,In Progress,10.4,6.729110478805999
CUST_001207,TKT_002371,2024-09-04 00:47:40.898191,Feature Request,Low,In Progress,198.8,7.629890244268093
CUST_001208,TKT_002372,2023-09-01 00:47:40.898191,General Inquiry,Critical,Resolved,0.2,2.6646562474526663
CUST_001209,TKT_002373,2025-07-15 00:47:40.898191,Account Access,Critical,In Progress,5.2,6.413446091105525
CUST_001209,TKT_002374,2025-05-15 00:47:40.898191,Billing Question,High,Resolved,31.3,6.529880955909641
CUST_001209,TKT_002375,2025-08-29 00:47:40.898191,Technical Issue,Low,In Progress,223.5,7.534806491104744
CUST_001209,TKT_002376,2024-12-17 00:47:40.898191,General Inquiry,Critical,In Progress,1.4,7.942745636678778
CUST_001209,TKT_002377,2024-12-12 00:47:40.898191,Account Access,Critical,Closed,11.4,6.111655960680844
CUST_001215,TKT_002378,2023-04-21 00:47:40.900210,Billing Question,Critical,Closed,3.0,4.451734446180348
CUST_001215,TKT_002379,2022-10-30 00:47:40.900210,Billing Question,Medium,Closed,97.0,7.117919210925061
CUST_001215,TKT_002380,2023-04-06 00:47:40.900210,Billing Question,Medium,In Progress,4.6,6.206645878818686
CUST_001217,TKT_002381,2025-10-14 00:47:40.900210,Technical Issue,Critical,In Progress,1.7,11.154162568454177
CUST_001218,TKT_002382,2024-03-18 00:47:40.902223,Feature Request,Medium,Open,40.3,8.761420257902975
CUST_001218,TKT_002383,2024-06-12 00:47:40.902223,Feature Request,Critical,Open,2.8,8.748737236959137
CUST_001219,TKT_002384,2023-02-08 00:47:40.902223,General Inquiry,Critical,In Progress,0.8,6.147080749098089
CUST_001219,TKT_002385,2023-07-12 00:47:40.902223,Technical Issue,Critical,Resolved,4.0,6.693997322374169
CUST_001221,TKT_002386,2025-07-05 00:47:40.902223,Feature Request,Medium,Closed,25.9,8.642788415447724
CUST_001221,TKT_002387,2024-11-05 00:47:40.902223,General Inquiry,Critical,Resolved,10.2,8.48809885888988
CUST_001221,TKT_002388,2025-08-19 00:47:40.902223,General Inquiry,High,Resolved,21.2,4.109332300732927
CUST_001221,TKT_002389,2024-09-25 00:47:40.902223,Account Access,Low,Resolved,10.3,9.486558148105583
CUST_001224,TKT_002390,2024-05-04 00:47:40.904252,General Inquiry,Low,Open,105.1,5.502832993565093
CUST_001224,TKT_002391,2024-11-17 00:47:40.904252,Feature Request,Medium,Closed,1.3,6.398929596486814
CUST_001224,TKT_002392,2023-12-23 00:47:40.904252,Billing Question,Low,Resolved,72.8,6.893544551549529
CUST_001225,TKT_002393,2023-07-11 00:47:40.904252,Billing Question,Critical,In Progress,2.0,6.874006140759673
CUST_001225,TKT_002394,2023-06-25 00:47:40.904252,General Inquiry,High,Open,22.0,6.836896350496481
CUST_001225,TKT_002395,2023-07-21 00:47:40.904252,Technical Issue,Critical,Open,3.4,8.385373011425331
CUST_001225,TKT_002396,2023-09-19 00:47:40.904252,Feature Request,Critical,Open,10.9,6.950368044317482
CUST_001226,TKT_002397,2024-02-14 00:47:40.904252,Billing Question,Medium,Closed,8.5,7.447762042497222
CUST_001226,TKT_002398,2024-02-09 00:47:40.904252,Feature Request,Low,Open,54.0,4.778813421624395
CUST_001226,TKT_002399,2023-05-21 00:47:40.904252,Billing Question,High,Open,2.3,3.7723319103909105
CUST_001226,TKT_002400,2023-09-07 00:47:40.904252,Feature Request,Medium,Closed,90.7,12.670606421668763
CUST_001227,TKT_002401,2023-11-11 00:47:40.904252,General Inquiry,High,Open,17.5,6.848810713102666
CUST_001228,TKT_002402,2026-01-23 00:47:40.904252,Feature Request,Medium,Resolved,6.0,5.929490422468521
CUST_001228,TKT_002403,2025-12-20 00:47:40.904252,Account Access,Low,In Progress,6.2,7.109011675366784
CUST_001228,TKT_002404,2025-04-03 00:47:40.904252,Billing Question,Critical,Open,0.6,9.933122486889216
CUST_001229,TKT_002405,2024-06-20 00:47:40.904252,Feature Request,Critical,Closed,5.6,5.957529910860001
CUST_001230,TKT_002406,2026-02-08 00:47:40.904252,Technical Issue,Medium,Open,11.1,10.158489962985536
CUST_001230,TKT_002407,2026-02-27 00:47:40.904252,Billing Question,Critical,Closed,12.7,10.505505658821239
CUST_001230,TKT_002408,2025-08-18 00:47:40.904252,General Inquiry,Low,In Progress,183.2,8.657005364443267
CUST_001231,TKT_002409,2024-08-04 00:47:40.906279,Feature Request,Medium,In Progress,13.2,5.1588019809768415
CUST_001231,TKT_002410,2024-02-26 00:47:40.906279,General Inquiry,Low,Resolved,1.6,2.8325496248097872
CUST_001231,TKT_002411,2024-06-24 00:47:40.906279,General Inquiry,High,In Progress,3.3,9.084963071982742
CUST_001232,TKT_002412,2025-03-28 00:47:40.906279,Feature Request,Low,Closed,19.6,9.921409156428332
CUST_001232,TKT_002413,2025-03-13 00:47:40.906279,Technical Issue,Critical,Resolved,5.4,9.979248494792783
CUST_001232,TKT_002414,2025-01-25 00:47:40.906279,Account Access,Medium,Open,0.1,3.8788361703167378
CUST_001233,TKT_002415,2023-08-22 00:47:40.906279,Technical Issue,Low,Resolved,9.9,4.792809851767572
CUST_001233,TKT_002416,2024-01-24 00:47:40.906279,Feature Request,High,In Progress,39.1,6.573226732859853
CUST_001234,TKT_002417,2024-08-31 00:47:40.906279,Billing Question,High,Open,5.9,8.887314216061574
CUST_001235,TKT_002418,2024-05-08 00:47:40.906279,Technical Issue,Low,Open,41.4,4.080394989724118
CUST_001236,TKT_002419,2024-10-08 00:47:40.906279,Technical Issue,Medium,Closed,8.9,6.858309891547493
CUST_001236,TKT_002420,2024-10-21 00:47:40.906279,Technical Issue,Critical,Closed,0.0,9.877608353529276
CUST_001236,TKT_002421,2025-01-31 00:47:40.906279,Technical Issue,Critical,Resolved,1.8,4.487339024179411
CUST_001236,TKT_002422,2025-07-22 00:47:40.906279,Account Access,High,In Progress,31.3,8.678811943932473
CUST_001237,TKT_002423,2024-05-17 00:47:40.906279,Feature Request,High,Open,39.1,3.2719637678173656
CUST_001238,TKT_002424,2026-01-24 00:47:40.908306,Account Access,High,In Progress,12.2,6.863396450524567
CUST_001238,TKT_002425,2025-02-20 00:47:40.908306,Feature Request,Low,Open,13.0,9.330763178539147
CUST_001238,TKT_002426,2025-12-10 00:47:40.908306,Account Access,Medium,In Progress,10.5,2.7653288119745687
CUST_001239,TKT_002427,2025-06-25 00:47:40.908306,General Inquiry,Medium,Resolved,40.1,7.5366123475520475
